OrderID,CustomerID,ManagerID,Quantity,Price,Freight,OrderDate,ShippedDate
42,JB90,man50,89,80.44,18.36,8/28/2020,10/16/2020
43,ZW46,man79,30,20.14,21.86,8/14/2020,11/3/2020
44,JV94,man01,30,53.79,11.57,8/26/2020,10/15/2020
45,XZ43,man30,10,60.22,16.8,9/18/2020,11/4/2020
46,TS39,man40,91,72.84,12.05,8/23/2020,10/26/2020
47,UR33,man23,3,92.27,15.97,9/25/2020,11/9/2020
48,JD02,man76,24,53.42,14.34,10/7/2020,11/3/2020
49,FA87,man39,62,22.44,27.67,8/20/2020,10/14/2020
50,RL15,man99,21,22.64,22.85,10/5/2020,11/1/2020
51,NH37,man43,67,20.44,11.53,9/23/2020,10/22/2020
52,UR68,man02,53,32.31,10.69,9/14/2020,10/21/2020
53,AL36,man05,25,78.67,11.63,9/16/2020,11/1/2020
54,UZ85,man77,29,99.42,11.31,9/2/2020,10/22/2020
55,YE18,man68,97,40.88,19.64,9/7/2020,11/10/2020
56,UG64,man22,55,22.98,29.55,9/19/2020,10/25/2020
57,EG75,man40,10,30.52,15.88,9/3/2020,11/10/2020
58,UL69,man52,90,61.74,12.61,10/8/2020,11/8/2020
59,IV88,man98,2,29.78,14.85,9/27/2020,10/21/2020
60,TS47,man10,87,57.11,24.92,10/11/2020,10/19/2020
61,AP70,man32,95,27.28,17.9,9/5/2020,11/12/2020
62,ZI83,man36,24,54.89,26.35,8/15/2020,10/23/2020
63,OO00,man92,59,24.99,20.61,8/14/2020,10/18/2020
64,IT42,man79,84,52.16,29.95,9/14/2020,10/29/2020
65,BW32,man18,37,89.42,15.86,9/11/2020,10/13/2020
66,AL55,man62,41,95.82,16.44,9/26/2020,11/8/2020
67,XM57,man72,29,26.44,13.45,8/22/2020,11/12/2020
68,DS88,man88,64,45.52,10.17,8/26/2020,11/10/2020
69,LT79,man89,42,46.66,29.31,8/25/2020,11/2/2020
70,TG94,man82,4,46.33,18.19,9/29/2020,11/6/2020
71,AA27,man65,64,31.87,18.06,9/2/2020,10/19/2020
72,VM13,man60,34,42.7,23.17,8/31/2020,10/31/2020
73,DT85,man96,77,30.02,17.51,8/25/2020,10/24/2020
74,VT04,man65,5,95.83,11.6,9/10/2020,10/15/2020
75,TR88,man86,5,44.51,10.77,9/4/2020,10/18/2020
76,QP99,man80,29,92.57,13.68,9/1/2020,10/15/2020
77,UL15,man76,50,90.75,15.28,8/19/2020,11/2/2020
78,KJ13,man31,7,48.56,17.18,9/19/2020,10/18/2020
79,OU84,man91,74,77.99,23.68,10/5/2020,10/27/2020
80,BF99,man24,4,89.49,14.36,10/5/2020,11/1/2020
81,YI77,man11,32,37.92,26.03,9/10/2020,11/8/2020
82,FJ11,man66,73,46.46,25.19,8/16/2020,10/24/2020
83,SF98,man73,80,31.84,23.37,9/2/2020,10/29/2020
84,TG01,man96,35,86.16,19.63,9/1/2020,10/28/2020
85,JG65,man71,59,41,15.08,9/25/2020,11/6/2020
86,UJ71,man83,82,41.11,25.44,10/6/2020,11/1/2020
87,VE72,man00,7,31.93,13.78,8/14/2020,11/7/2020
88,UF69,man78,92,90.33,22.74,9/16/2020,10/21/2020
89,BO24,man78,72,66.06,10.58,9/15/2020,10/17/2020
90,XI14,man42,52,20.37,21.9,9/25/2020,10/15/2020
91,PC26,man45,51,73.71,21.53,9/12/2020,10/19/2020
92,VQ18,man14,53,63.7,17.11,9/9/2020,10/18/2020
93,NK10,man48,99,64.63,15.27,8/26/2020,11/7/2020
94,JJ19,man70,87,98.97,21.97,10/1/2020,11/2/2020
95,GM06,man47,5,71.32,17.39,9/21/2020,11/9/2020
96,AA45,man06,70,60.71,12.43,9/2/2020,10/17/2020
97,DX58,man37,79,96.33,10.86,10/3/2020,10/17/2020
98,OW13,man65,44,60.05,10.15,8/23/2020,10/19/2020
99,PJ44,man15,83,90.46,25.57,8/17/2020,11/12/2020
100,BA35,man12,14,72.23,14.13,8/21/2020,11/6/2020
101,PM85,man18,68,65.78,25.88,8/30/2020,10/21/2020
102,DN76,man91,37,82.3,12.27,8/28/2020,11/4/2020
103,CN21,man26,93,92.54,18.99,9/11/2020,10/20/2020
104,WQ73,man28,56,87.26,17.72,8/19/2020,11/9/2020
105,EM26,man12,46,79.63,28.85,9/12/2020,11/9/2020
106,MX20,man03,40,39.05,20.05,10/5/2020,10/14/2020
107,PN83,man07,8,57.26,12.1,9/6/2020,10/26/2020
108,LP24,man76,36,72.92,26.78,10/11/2020,10/26/2020
109,GA44,man34,74,58.76,20.21,9/5/2020,10/18/2020
110,BY57,man08,73,95.36,23.22,10/7/2020,10/23/2020
111,HM02,man72,43,97.45,28.31,10/9/2020,10/14/2020
112,ML81,man26,82,52.61,18.73,10/8/2020,11/12/2020
113,YV83,man85,51,71.3,12.17,10/4/2020,10/15/2020
114,VD94,man71,9,51.79,28.74,8/21/2020,10/13/2020
115,ZW92,man16,37,74.8,20.71,9/21/2020,11/2/2020
116,XF22,man51,83,44.52,11.29,9/7/2020,10/31/2020
117,GR10,man44,46,91.13,14.42,9/16/2020,10/27/2020
118,FS46,man97,60,35.23,23.96,9/2/2020,10/26/2020
119,IK78,man19,96,83.27,17.27,9/15/2020,10/22/2020
120,QO07,man49,59,60.05,20.93,8/21/2020,10/30/2020
121,LP40,man85,54,80.48,24.68,9/11/2020,10/26/2020
122,AW92,man92,54,65.31,29.72,8/29/2020,11/4/2020
123,RR67,man40,93,58.6,18.41,8/19/2020,11/2/2020
124,QF72,man81,50,87.19,16.78,8/18/2020,10/22/2020
125,DX21,man58,42,97.44,24.03,9/20/2020,10/29/2020
126,DT22,man31,33,68.38,24.71,8/30/2020,10/29/2020
127,VA35,man58,73,69.88,11.49,9/8/2020,10/31/2020
128,KC19,man63,18,73.51,26.85,8/31/2020,11/3/2020
129,TM51,man83,43,46.44,23.12,8/25/2020,10/28/2020
130,CJ50,man49,23,32.92,15.1,9/27/2020,10/31/2020
131,AU20,man72,61,34.46,28.55,8/19/2020,11/7/2020
132,JO15,man78,38,35.58,25.74,9/11/2020,10/13/2020
133,DN02,man42,59,21.91,28.97,9/6/2020,10/15/2020
134,UY54,man05,27,34.58,10.07,8/18/2020,10/29/2020
135,DP78,man24,30,35.23,28.2,9/24/2020,11/5/2020
136,BA70,man13,91,78.51,27.66,10/10/2020,11/4/2020
137,ZN39,man28,36,66.96,10.87,10/8/2020,10/21/2020
138,YX87,man25,66,26.7,18.41,9/19/2020,11/5/2020
139,DV73,man46,77,50.52,21.9,10/7/2020,10/22/2020
140,UA42,man83,87,70.23,17.12,10/3/2020,10/28/2020
141,YZ43,man70,80,49.89,21.58,8/24/2020,11/12/2020
142,KQ57,man00,28,25.34,13.58,9/2/2020,10/19/2020
143,VO14,man48,25,53.73,11.54,8/26/2020,11/1/2020
144,SY77,man94,4,43.14,29.45,9/29/2020,10/18/2020
145,IN97,man23,47,79.43,20.96,10/7/2020,10/15/2020
146,ID88,man59,49,61.54,13.89,9/3/2020,10/30/2020
147,IW86,man82,43,73.89,21.89,10/10/2020,10/19/2020
148,ML00,man08,15,23.6,16.27,8/27/2020,10/30/2020
149,WG04,man25,59,21.46,29.28,9/2/2020,11/4/2020
150,WH58,man87,74,96.4,25.65,8/14/2020,10/14/2020
151,UX72,man90,23,44.1,26.77,9/25/2020,11/4/2020
152,GD00,man49,89,22.92,13.01,10/2/2020,10/23/2020
153,OI74,man13,49,32.82,25.1,10/4/2020,11/1/2020
154,HF55,man99,90,30.63,19.14,9/20/2020,11/2/2020
155,HP02,man23,60,61.35,15.31,9/19/2020,11/11/2020
156,VI60,man21,67,30.77,12.75,8/15/2020,11/4/2020
157,XX07,man04,85,23.68,21.05,9/2/2020,11/1/2020
158,AK22,man82,99,69.52,16.55,10/7/2020,11/3/2020
159,WN18,man88,69,84.7,16.13,8/30/2020,10/22/2020
160,YT78,man75,7,89.11,14.33,9/26/2020,11/4/2020
161,FA88,man60,52,73.57,28.74,8/26/2020,10/17/2020
162,YP79,man49,50,34.09,20.62,9/5/2020,10/13/2020
163,AR09,man71,39,55.61,23.8,9/30/2020,10/30/2020
164,HO92,man29,95,84.79,16.64,9/16/2020,10/16/2020
165,DX49,man03,87,41.95,12.81,9/1/2020,10/17/2020
166,LD58,man14,67,79.82,22.6,8/21/2020,11/4/2020
167,BO23,man68,54,54.11,28.17,9/17/2020,11/12/2020
168,JT48,man32,41,46.24,11.76,10/8/2020,10/20/2020
169,IY51,man40,49,53.73,18.42,10/13/2020,10/16/2020
170,TE30,man69,81,95.27,19.63,9/22/2020,11/11/2020
171,JH42,man27,59,36.52,22.33,8/24/2020,10/31/2020
172,HD74,man89,9,94.54,12.06,10/9/2020,10/18/2020
173,DI18,man01,28,96.54,21.29,10/12/2020,10/20/2020
174,HM18,man83,45,51.44,14.88,8/28/2020,10/15/2020
175,XJ70,man41,3,69.39,27.16,9/1/2020,10/13/2020
176,CJ56,man88,25,49.53,23.35,9/6/2020,11/3/2020
177,VO28,man86,11,59.96,11.52,9/5/2020,10/25/2020
178,HJ32,man68,30,51.76,23.04,9/10/2020,11/12/2020
179,RV33,man69,28,77.25,27.21,8/23/2020,10/16/2020
180,KO57,man99,11,40.77,23.67,8/19/2020,10/15/2020
181,HK59,man94,91,88.99,17.95,9/4/2020,10/17/2020
182,NN46,man80,4,48.77,24.52,9/1/2020,11/1/2020
183,HX97,man76,76,65.8,25.77,10/1/2020,11/3/2020
184,UT35,man15,5,23.53,17,10/9/2020,10/30/2020
185,LD43,man17,91,98.1,11.09,8/14/2020,10/19/2020
186,WG93,man40,10,47.85,29.94,8/27/2020,11/3/2020
187,UD95,man23,13,81.61,14.23,8/22/2020,11/5/2020
188,ON57,man69,65,57.95,19.36,9/30/2020,10/14/2020
189,VM72,man60,68,86.63,19.87,10/4/2020,10/23/2020
190,LT43,man88,37,22.02,17.84,9/30/2020,11/12/2020
191,PS00,man30,61,20.5,11.65,8/29/2020,10/14/2020
192,CN86,man31,72,80.19,29.11,9/25/2020,10/19/2020
193,ZY95,man51,76,91.38,23.88,9/27/2020,11/11/2020
194,IR30,man15,34,82.3,10.59,9/10/2020,10/31/2020
195,UP46,man23,76,33.58,21.84,8/17/2020,11/10/2020
196,QG26,man67,43,41.49,12.94,9/15/2020,11/1/2020
197,UX35,man62,54,52.44,24.21,9/3/2020,11/5/2020
198,DS44,man37,48,93.78,28.9,9/24/2020,10/23/2020
199,XA48,man22,11,35.69,22.27,9/3/2020,11/10/2020
200,MN05,man68,78,50.22,17.23,9/12/2020,10/24/2020
201,BX61,man00,31,37.36,17.01,8/26/2020,10/17/2020
202,KA98,man12,24,45.08,16.27,10/11/2020,10/19/2020
203,SC57,man99,2,58.93,16.59,9/26/2020,11/12/2020
204,QL46,man88,2,44.18,24.05,8/18/2020,10/15/2020
205,QN67,man83,52,72.22,16.2,9/18/2020,11/8/2020
206,BT41,man59,98,42.21,24.73,9/26/2020,11/2/2020
207,JQ00,man44,65,94.75,27.67,9/19/2020,10/25/2020
208,UU23,man15,2,74.01,17.56,9/2/2020,10/16/2020
209,WX00,man34,81,84.79,11.94,10/6/2020,10/13/2020
210,DO95,man95,7,44.55,29.07,8/27/2020,11/10/2020
211,OC31,man72,28,98.08,16.7,10/9/2020,10/19/2020
212,VD76,man37,68,53.05,29.45,8/20/2020,11/7/2020
213,TV29,man81,38,78.01,19.65,8/23/2020,10/31/2020
214,LQ67,man75,18,23.17,24.83,10/12/2020,11/1/2020
215,GR69,man43,3,58.53,12.48,9/22/2020,11/9/2020
216,CH82,man56,60,89.59,21.81,9/24/2020,11/9/2020
217,RF27,man56,62,67.98,21.83,9/27/2020,11/8/2020
218,BI73,man06,70,88.06,19.41,9/27/2020,10/27/2020
219,QG81,man42,67,69.43,15.07,8/31/2020,11/2/2020
220,XB11,man25,9,99.98,28.42,9/6/2020,11/8/2020
221,RT98,man57,14,85.12,22.47,10/7/2020,10/19/2020
222,GU93,man00,82,91.97,23.95,10/2/2020,10/30/2020
223,DT64,man09,95,93.25,12.68,8/16/2020,11/12/2020
224,EX69,man38,36,56.51,23.56,9/10/2020,10/21/2020
225,GK51,man75,49,53.95,19.28,8/20/2020,10/21/2020
226,AA73,man29,67,89.28,10.42,9/25/2020,10/23/2020
227,AQ32,man83,67,75.94,27.81,8/26/2020,10/22/2020
228,AX43,man66,70,32.53,25.95,8/17/2020,10/21/2020
229,ZT80,man42,18,26.69,21.15,10/1/2020,10/28/2020
230,IK81,man74,39,60.74,22.8,8/30/2020,11/3/2020
231,KJ76,man68,41,53.57,22,10/5/2020,10/26/2020
232,LI71,man80,41,83.18,11.54,9/21/2020,11/6/2020
233,XV62,man16,77,34.83,11.61,8/23/2020,11/6/2020
234,RG74,man47,44,57.7,26.8,9/27/2020,10/21/2020
235,UM03,man71,81,63.56,22.55,8/21/2020,10/29/2020
236,MT00,man85,48,29.89,20.02,10/10/2020,10/22/2020
237,OT33,man97,9,93.72,21.25,10/6/2020,10/25/2020
238,NT62,man22,93,78.02,27.94,10/9/2020,10/13/2020
239,BF34,man87,85,33.93,20.06,9/21/2020,10/16/2020
240,QK18,man78,16,96.95,23.16,9/17/2020,10/25/2020
241,AI88,man04,100,25.46,21.38,9/6/2020,10/19/2020
242,MB05,man01,95,88.64,15.97,10/12/2020,10/26/2020
243,HR18,man59,86,37.68,28.78,10/13/2020,10/28/2020
244,UU65,man46,56,85.53,12.59,9/3/2020,10/25/2020
245,MH35,man98,4,85.59,10.98,10/2/2020,11/10/2020
246,DU64,man97,40,63.03,17.66,10/9/2020,11/4/2020
247,EV05,man75,85,38.14,13.43,9/11/2020,10/17/2020
248,HQ46,man38,56,48.48,29.31,9/29/2020,11/12/2020
249,LW02,man07,76,30.7,13.91,8/18/2020,11/3/2020
250,KS78,man87,99,62.49,18.24,9/13/2020,11/11/2020
251,WR80,man43,22,69.33,13.62,10/13/2020,10/20/2020
252,WX27,man56,49,87.17,15.59,9/10/2020,11/3/2020
253,DL29,man83,49,78.69,28.61,9/17/2020,11/11/2020
254,CD04,man09,48,76.84,23.74,8/19/2020,10/14/2020
255,GW82,man02,41,44.89,17.91,9/3/2020,10/19/2020
256,EN31,man42,2,86.8,22.73,8/28/2020,10/22/2020
257,VB72,man68,69,71.77,20.5,10/13/2020,10/13/2020
258,CR50,man05,36,77,26.42,10/5/2020,10/17/2020
259,AY25,man39,70,58.18,27.37,9/21/2020,10/26/2020
260,MJ32,man33,71,49.4,18.54,9/17/2020,10/16/2020
261,CS45,man80,45,32.02,28.21,9/1/2020,10/17/2020
262,CL55,man28,74,88.49,10.77,9/8/2020,10/26/2020
263,OL27,man45,31,25.87,23.53,8/31/2020,10/22/2020
264,TJ18,man45,13,80.61,13.57,9/8/2020,11/10/2020
265,BK93,man68,52,92.89,18.96,9/7/2020,11/12/2020
266,OQ64,man17,43,21.28,29.33,8/17/2020,10/24/2020
267,OM23,man81,53,79.84,18.14,9/1/2020,10/30/2020
268,LC86,man36,71,24.27,25.6,10/1/2020,10/14/2020
269,XJ30,man86,26,83.81,28.01,9/7/2020,10/13/2020
270,KS25,man24,66,47.15,19.61,8/23/2020,11/6/2020
271,EN45,man05,53,78.73,26.19,9/23/2020,10/14/2020
272,QT35,man28,92,89.01,12.19,10/3/2020,11/4/2020
273,YJ61,man81,51,93.24,19.66,10/4/2020,10/25/2020
274,SV65,man29,17,20.55,26.26,10/12/2020,10/28/2020
275,CV82,man81,34,84.66,24.67,8/19/2020,11/10/2020
276,UD26,man19,42,86.93,29.7,8/30/2020,11/1/2020
277,CS38,man68,54,55.43,26.93,9/18/2020,11/1/2020
278,PE41,man55,94,43.39,26.83,9/10/2020,10/16/2020
279,LT00,man40,45,30.54,15.18,10/4/2020,10/16/2020
280,PI41,man16,43,71.73,22.76,10/5/2020,10/20/2020
281,QD62,man92,25,72.19,12.1,9/18/2020,10/25/2020
282,PP86,man31,75,45.24,22.66,9/18/2020,10/14/2020
283,GF98,man64,21,70.83,19.94,9/21/2020,10/13/2020
284,FK47,man75,60,64.37,27.49,9/23/2020,11/2/2020
285,SW39,man32,39,35.86,27.67,10/12/2020,11/12/2020
286,SJ11,man19,74,90.21,14.8,10/5/2020,10/24/2020
287,UR11,man55,5,78.56,13.02,9/24/2020,11/4/2020
288,II05,man12,59,55.8,22.91,10/6/2020,10/14/2020
289,SU83,man04,37,61.61,14.03,9/29/2020,10/26/2020
290,CO53,man81,83,72.76,16.88,9/18/2020,11/2/2020
291,HX94,man52,28,53.24,17.36,8/17/2020,10/28/2020
292,HX21,man24,46,77.34,10.01,8/21/2020,11/11/2020
293,NW07,man87,65,54.66,10.96,9/29/2020,10/21/2020
294,TT68,man67,34,58.77,26.86,10/6/2020,10/20/2020
295,NV41,man33,62,64.73,22.41,9/5/2020,10/30/2020
296,VG40,man65,73,78.73,23.73,9/23/2020,10/13/2020
297,IO82,man63,99,41.72,12.79,10/12/2020,11/6/2020
298,HA26,man58,68,55.12,16.93,8/23/2020,10/15/2020
299,SP81,man73,92,49.89,24.93,8/17/2020,10/24/2020
300,NU98,man42,99,37.52,29.44,9/7/2020,11/12/2020
301,BL17,man84,42,23.03,20.39,8/16/2020,11/7/2020
302,QB03,man77,23,26.46,28.64,9/7/2020,11/8/2020
303,JK23,man85,85,42.12,17.48,8/30/2020,11/3/2020
304,JK73,man08,68,95.93,19.91,8/30/2020,10/28/2020
305,AX34,man15,93,99.62,24.96,10/7/2020,10/18/2020
306,DL22,man14,19,49.05,24.51,9/23/2020,10/16/2020
307,SM17,man95,37,73.59,12.13,8/15/2020,10/31/2020
308,CF40,man63,57,39.19,15.96,8/30/2020,11/12/2020
309,WA76,man03,49,22.22,24.63,9/17/2020,10/31/2020
310,XR54,man18,56,90.4,12.36,9/13/2020,11/9/2020
311,QJ00,man09,41,41.38,20.83,10/3/2020,10/20/2020
312,LC59,man40,24,48.84,23.74,9/11/2020,11/8/2020
313,MU42,man10,33,95.72,19.29,9/17/2020,11/1/2020
314,EC24,man22,93,32.33,17.75,8/17/2020,11/5/2020
315,NJ95,man06,91,62.38,11.43,10/3/2020,10/13/2020
316,VU12,man59,84,51.13,29.09,9/12/2020,10/18/2020
317,QP74,man19,57,44.37,13.24,9/7/2020,10/25/2020
318,LP25,man52,71,37.11,25.67,10/3/2020,10/20/2020
319,DH85,man20,60,63.01,13.2,9/10/2020,10/27/2020
320,QN62,man29,30,38.31,29.8,9/12/2020,10/19/2020
321,XJ94,man01,52,46.82,16.07,10/11/2020,11/2/2020
322,IR25,man88,38,39.57,22.6,8/25/2020,11/1/2020
323,AL95,man29,36,22.96,24.91,8/28/2020,10/15/2020
324,RM69,man40,31,67.98,23.33,10/5/2020,11/10/2020
325,OB01,man56,66,67.66,15.86,9/26/2020,11/4/2020
326,SW98,man16,25,74.2,11.66,8/23/2020,10/20/2020
327,BC70,man05,76,80.05,21.41,10/8/2020,10/27/2020
328,TF99,man19,31,70.13,28.88,8/25/2020,10/26/2020
329,SU68,man40,50,37.63,27.95,9/20/2020,10/19/2020
330,SX36,man15,56,34.66,21.63,10/1/2020,10/25/2020
331,DO85,man32,52,31.88,17.3,9/13/2020,11/1/2020
332,TP70,man68,20,78.65,11.87,9/25/2020,10/14/2020
333,EP80,man22,45,23.25,11.57,9/29/2020,11/5/2020
334,UZ90,man20,46,20.09,14.64,9/15/2020,10/20/2020
335,NV55,man89,65,97.99,13.98,10/12/2020,10/22/2020
336,WH33,man53,98,36.86,11.39,9/5/2020,10/30/2020
337,YO63,man38,14,58.68,23.86,8/26/2020,11/5/2020
338,NK97,man52,57,55.35,10.33,8/23/2020,10/27/2020
339,ZF82,man36,66,26.27,23.92,8/15/2020,10/16/2020
340,KV68,man33,88,47.92,11.69,9/16/2020,11/4/2020
341,RY73,man04,10,86.06,14.88,9/7/2020,10/28/2020
342,XG79,man21,24,25.24,20.15,8/19/2020,11/8/2020
343,OI04,man44,41,32.21,13.44,8/22/2020,10/15/2020
344,LS98,man96,11,94.88,19.74,10/6/2020,10/21/2020
345,QW27,man83,27,64.58,22.58,9/1/2020,10/28/2020
346,QX42,man53,12,89.81,26.31,9/16/2020,11/4/2020
347,RI75,man89,25,79.58,26.97,8/20/2020,10/16/2020
348,WB60,man88,24,46.54,17.49,10/5/2020,10/29/2020
349,VD42,man06,79,42.03,22.82,9/30/2020,10/22/2020
350,EH19,man35,42,89.68,23.91,9/12/2020,10/15/2020
351,PI79,man90,72,43.96,28.67,9/8/2020,10/25/2020
352,VO54,man50,39,84.4,12.56,8/21/2020,11/2/2020
353,TW08,man43,16,33.18,19.09,8/24/2020,10/14/2020
354,AE77,man69,43,44.92,23.32,10/13/2020,10/19/2020
355,XH16,man94,11,95.43,10.22,8/30/2020,10/25/2020
356,PO12,man09,19,41.79,14.42,10/4/2020,10/20/2020
357,SK64,man81,9,35.24,19.9,8/23/2020,10/24/2020
358,BT19,man09,47,32.39,25.2,9/25/2020,10/22/2020
359,QE42,man39,97,72.72,28.81,8/21/2020,10/14/2020
360,XF47,man56,85,38.89,11.7,9/7/2020,10/25/2020
361,HM27,man92,86,84.3,28.31,9/11/2020,10/29/2020
362,OC12,man20,1,87.9,14.27,8/24/2020,10/27/2020
363,WH63,man84,78,20.63,13.37,9/21/2020,11/8/2020
364,HJ94,man46,2,40.41,28.63,9/13/2020,10/29/2020
365,US74,man31,34,53.46,22.18,9/1/2020,11/4/2020
366,AG75,man56,88,68.72,16.59,8/31/2020,10/14/2020
367,OP70,man61,37,22.32,23.04,9/4/2020,10/29/2020
368,IV77,man93,40,65.94,15.73,9/19/2020,10/14/2020
369,EI44,man49,96,41.66,27.34,10/12/2020,11/3/2020
370,SW50,man58,10,35.23,29.99,8/18/2020,11/1/2020
371,MH02,man56,93,54.99,15.25,8/26/2020,10/15/2020
372,ZQ01,man18,24,78.13,20.79,9/3/2020,11/2/2020
373,KT07,man29,43,42.44,15.21,8/15/2020,10/18/2020
374,DN54,man25,31,74.35,28.05,8/18/2020,10/14/2020
375,QR37,man94,30,85.73,22.25,10/9/2020,10/20/2020
376,DD87,man64,76,82.64,18.79,10/1/2020,10/25/2020
377,FA37,man88,23,56.23,25.99,8/27/2020,11/11/2020
378,CI91,man28,79,91.14,14.62,9/17/2020,10/15/2020
379,XS55,man46,65,71.03,16.36,9/25/2020,10/18/2020
380,JF88,man98,100,92.33,27.8,8/28/2020,10/15/2020
381,IZ57,man68,93,21.05,22.71,8/23/2020,10/31/2020
382,NB83,man01,4,57.95,12.19,9/17/2020,11/7/2020
383,EE62,man44,87,36.72,22.31,9/19/2020,10/29/2020
384,MH18,man07,28,81.46,17.6,9/14/2020,11/10/2020
385,DR73,man18,65,76.05,17.88,9/27/2020,11/8/2020
386,VZ74,man64,41,90.21,19.55,8/22/2020,11/2/2020
387,EB03,man24,52,32.5,22.28,9/24/2020,11/1/2020
388,JP96,man41,21,33.85,20.42,9/19/2020,10/27/2020
389,CK20,man44,99,34.55,22.77,9/29/2020,10/16/2020
390,ZK17,man15,79,86.29,19.58,9/24/2020,11/12/2020
391,KA23,man20,13,54.64,14.37,8/24/2020,10/16/2020
392,KJ59,man04,8,79.58,25.94,9/22/2020,11/3/2020
393,US41,man72,83,70.4,11.29,8/29/2020,10/25/2020
394,DN65,man61,71,95.6,20.91,9/12/2020,10/31/2020
395,HE83,man39,51,56.22,22.6,8/16/2020,11/2/2020
396,BT66,man09,88,99.55,24.85,9/5/2020,11/11/2020
397,UA62,man97,56,24.35,21.03,8/16/2020,10/15/2020
398,BX37,man81,5,27.23,29.62,10/13/2020,10/26/2020
399,DU31,man30,62,90.05,25.68,8/14/2020,10/22/2020
400,UZ27,man69,46,62.15,18.54,8/26/2020,11/7/2020
401,YC40,man38,55,90.27,26.55,9/12/2020,10/25/2020
402,RK74,man30,45,36,28.16,9/24/2020,10/21/2020
403,BJ50,man90,29,24.92,29.1,8/18/2020,10/24/2020
404,UX91,man81,77,44.45,17.02,9/12/2020,10/15/2020
405,AB00,man20,61,90.68,26.33,8/23/2020,10/26/2020
406,LR98,man31,84,94.18,16,9/24/2020,10/27/2020
407,RB30,man64,11,90.93,23.82,9/4/2020,10/29/2020
408,UN24,man95,25,41.48,12.12,9/8/2020,10/13/2020
409,LC52,man86,42,58.19,22.24,8/20/2020,10/28/2020
410,HL65,man52,77,59.75,29.34,8/25/2020,10/20/2020
411,VM46,man41,12,42.88,24.08,8/25/2020,10/20/2020
412,LX70,man51,59,24.56,20.39,9/1/2020,11/5/2020
413,FY50,man69,50,93.79,18.96,8/14/2020,10/29/2020
414,SH81,man91,67,33.09,26.51,9/7/2020,10/19/2020
415,VZ14,man62,9,91.3,22.18,9/18/2020,11/11/2020
416,GC36,man18,73,99.26,14.18,8/30/2020,10/18/2020
417,RK64,man13,60,73.8,25.14,9/23/2020,11/11/2020
418,CW27,man70,81,48.59,10.68,8/17/2020,10/15/2020
419,HT92,man38,75,60.59,24.91,9/15/2020,11/5/2020
420,XF85,man55,58,45.28,29.03,9/27/2020,10/29/2020
