OrderID,CustomerID,ManagerID,Quantity,Price,Freight,ShippedDate,Total
4335,IK79,man99,91,91.31,12,10/13/2020,8321.21
4498,JR57,man91,96,86.52,14,11/6/2020,8319.92
2997,KO96,man01,96,86.5,5,10/18/2020,8309
589,FJ65,man35,86,96.25,14,10/16/2020,8291.5
4494,SG76,man41,85,97.21,13,11/4/2020,8275.85
941,MT08,man81,93,88.91,6,10/15/2020,8274.63
3719,UD73,man46,95,86.9,11,10/17/2020,8266.5
1540,SR32,man71,89,92.66,12,10/17/2020,8258.74
3370,TS28,man38,93,88.5,8,10/14/2020,8238.5
1778,IN42,man25,87,94.51,14,11/2/2020,8236.37
699,VS24,man89,95,86.55,9,11/11/2020,8231.25
4992,TY36,man06,88,93.42,10,10/24/2020,8230.96
4160,ON73,man10,86,95.62,6,10/26/2020,8229.32
1132,AF91,man70,94,87.34,9,10/21/2020,8218.96
1309,HS97,man71,99,82.88,8,10/19/2020,8213.12
907,EC32,man78,100,81.88,15,10/22/2020,8203
272,QT35,man28,92,89.01,6,11/4/2020,8194.92
3034,PM51,man34,85,96.2,14,10/28/2020,8191
1407,AF97,man09,83,98.56,10,10/15/2020,8190.48
2883,MQ35,man01,86,95.1,10,11/3/2020,8188.6
3666,XV52,man14,100,81.67,14,10/20/2020,8181
4907,ZA20,man97,92,88.7,13,10/14/2020,8173.4
1710,XN97,man99,88,92.67,9,10/17/2020,8163.96
4990,RV80,man63,96,84.76,11,11/12/2020,8147.96
1833,JK64,man70,93,87.47,10,11/10/2020,8144.71
1478,HR20,man61,89,91.31,13,10/28/2020,8139.59
4125,OM28,man26,85,95.55,12,10/31/2020,8133.75
3619,YX77,man57,100,81.13,13,11/9/2020,8126
1219,GX66,man25,99,82.02,6,10/29/2020,8125.98
1883,CU56,man47,90,90.08,6,10/25/2020,8113.2
4700,GC29,man13,96,84.38,10,10/31/2020,8110.48
1605,CQ76,man56,99,81.83,7,10/28/2020,8108.17
2952,KP78,man55,97,83.51,7,10/28/2020,8107.47
181,HK59,man94,91,88.99,9,10/17/2020,8107.09
1273,LO38,man10,98,82.64,7,10/24/2020,8105.72
1484,FU27,man23,93,86.97,15,11/11/2020,8103.21
3517,ZE33,man65,85,95.14,10,10/13/2020,8096.9
3112,VK57,man53,98,82.47,13,11/6/2020,8095.06
1339,MG78,man12,97,83.27,11,11/1/2020,8088.19
1688,WJ31,man20,89,90.7,15,11/12/2020,8087.3
3048,UG60,man15,87,92.72,8,11/10/2020,8074.64
164,HO92,man29,95,84.79,8,10/16/2020,8063.05
1314,JR65,man67,100,80.49,14,11/3/2020,8063
3495,IM46,man41,86,93.59,10,11/9/2020,8058.74
2723,TE67,man89,97,82.94,11,11/5/2020,8056.18
3073,ND64,man15,86,93.42,12,11/1/2020,8046.12
3612,MI20,man92,84,95.64,10,10/30/2020,8043.76
4805,ZX85,man57,94,85.44,10,11/5/2020,8041.36
2813,EZ66,man18,85,94.42,14,10/29/2020,8039.7
2242,IA45,man72,88,91.16,13,10/29/2020,8035.08
3092,CS88,man92,97,82.75,7,10/30/2020,8033.75
2400,UN54,man12,89,90.14,11,10/22/2020,8033.46
4281,LX01,man95,89,89.98,7,11/10/2020,8015.22
1996,OF11,man95,89,89.81,10,11/3/2020,8003.09
119,IK78,man19,96,83.27,9,10/22/2020,8002.92
4891,KT97,man87,81,98.67,10,10/26/2020,8002.27
1613,SZ47,man47,96,83.2,14,11/3/2020,8001.2
3294,GM38,man23,83,96.16,9,10/19/2020,7990.28
4103,VS49,man34,89,89.64,9,10/30/2020,7986.96
4986,QJ60,man01,86,92.74,7,10/20/2020,7982.64
4876,JB60,man97,83,95.83,10,10/26/2020,7963.89
1974,WT21,man61,95,83.68,11,10/13/2020,7960.6
2616,KD77,man15,83,95.74,8,10/29/2020,7954.42
1907,CB42,man91,84,94.53,13,10/30/2020,7953.52
1969,NE18,man11,93,85.32,13,10/28/2020,7947.76
685,YK48,man93,95,83.55,10,10/31/2020,7947.25
4481,PJ63,man44,81,97.76,9,10/31/2020,7927.56
2542,HN32,man63,97,81.63,9,11/2/2020,7927.11
406,LR98,man31,84,94.18,8,10/27/2020,7919.12
4309,YH54,man89,88,89.87,10,10/17/2020,7918.56
3788,SB70,man33,80,98.82,6,10/31/2020,7911.6
2640,KR09,man33,93,84.83,15,10/18/2020,7904.19
1486,XJ30,man63,86,91.68,6,10/15/2020,7890.48
4936,XG33,man98,82,96.08,10,10/20/2020,7888.56
1007,AP80,man35,99,79.36,13,10/28/2020,7869.64
3821,XO90,man74,98,80.17,10,11/10/2020,7866.66
2624,RT06,man43,96,81.87,7,10/26/2020,7866.52
3337,ZB69,man32,84,93.46,13,11/5/2020,7863.64
2771,TJ63,man17,95,82.63,13,10/13/2020,7862.85
3130,SA66,man33,85,92.31,10,10/26/2020,7856.35
1868,YU79,man25,90,86.89,12,10/15/2020,7832.1
3715,QO69,man12,81,96.58,9,10/30/2020,7831.98
2064,ED29,man37,79,98.94,13,10/15/2020,7829.26
1526,BW86,man28,90,86.68,11,11/4/2020,7812.2
727,UA80,man72,96,81.28,9,11/1/2020,7811.88
582,KT26,man17,86,90.5,10,10/20/2020,7793
2025,AV77,man97,96,81.02,12,10/30/2020,7789.92
3563,SF70,man45,94,82.68,12,11/8/2020,7783.92
3586,HQ12,man80,82,94.62,13,10/23/2020,7771.84
3804,RR74,man06,89,87.08,13,10/17/2020,7763.12
2620,IA06,man73,83,93.31,8,11/12/2020,7752.73
843,VK11,man57,99,78.18,10,11/6/2020,7749.82
914,EK17,man97,82,94.32,9,11/6/2020,7743.24
1718,NL83,man32,97,79.71,11,11/11/2020,7742.87
3607,HQ40,man58,79,97.76,10,10/20/2020,7733.04
1451,EE26,man47,87,88.7,14,11/7/2020,7730.9
4601,EU45,man49,83,93.03,7,11/5/2020,7728.49
170,TE30,man69,81,95.27,10,11/11/2020,7726.87
1914,IT29,man77,83,92.92,10,11/3/2020,7722.36
3780,WI43,man61,88,87.59,10,10/16/2020,7717.92
2801,SB82,man16,95,81.16,7,10/14/2020,7717.2
2884,BG25,man51,97,79.38,13,10/21/2020,7712.86
2644,AZ10,man23,93,82.75,12,11/6/2020,7707.75
2534,QF16,man95,84,91.59,6,10/16/2020,7699.56
2617,RQ21,man07,91,84.36,14,11/2/2020,7690.76
4638,VE63,man07,91,84.4,10,11/10/2020,7690.4
1712,WP39,man29,80,96.05,6,10/26/2020,7690
818,JP19,man08,86,89.17,15,10/30/2020,7683.62
1704,OT05,man43,82,93.5,14,11/7/2020,7681
4034,XC06,man70,84,91.13,11,10/19/2020,7665.92
1442,IT52,man37,92,83.11,10,10/31/2020,7656.12
1341,HJ16,man47,96,79.56,11,11/1/2020,7648.76
3703,EJ63,man10,82,92.86,6,11/9/2020,7620.52
97,DX58,man37,79,96.33,5,10/17/2020,7615.07
1717,OZ27,man26,78,97.48,11,10/27/2020,7614.44
4345,UA11,man81,89,85.45,8,10/31/2020,7613.05
1724,EG25,man61,81,93.56,14,10/16/2020,7592.36
1472,PE74,man38,99,76.37,11,10/23/2020,7571.63
804,RC22,man02,89,84.89,15,11/8/2020,7570.21
2530,RI88,man24,76,99.42,12,10/19/2020,7567.92
2810,TW67,man50,81,93.25,13,10/23/2020,7566.25
4994,GN20,man84,94,80.31,13,11/6/2020,7562.14
2800,CR41,man20,91,82.95,7,11/8/2020,7555.45
222,GU93,man00,82,91.97,12,10/30/2020,7553.54
1350,XN07,man36,78,96.66,11,10/18/2020,7550.48
2058,XH03,man06,93,80.91,14,10/29/2020,7538.63
944,UN60,man55,93,80.77,14,11/1/2020,7525.61
99,PJ44,man15,83,90.46,13,11/12/2020,7521.18
1047,YY87,man67,99,75.88,8,11/10/2020,7520.12
4629,MO84,man87,82,91.52,14,10/22/2020,7518.64
4827,TY65,man71,80,93.85,10,10/28/2020,7518
2705,GN46,man63,76,98.7,9,10/26/2020,7510.2
1534,VX82,man15,84,89.14,14,10/31/2020,7501.76
4316,RE96,man27,79,94.73,14,10/24/2020,7497.67
2133,DJ32,man89,79,94.75,10,10/30/2020,7495.25
716,GT28,man38,83,90.18,6,10/21/2020,7490.94
4226,DV50,man11,87,85.92,13,11/9/2020,7488.04
2669,BJ81,man44,78,95.82,7,10/13/2020,7480.96
4911,TR43,man64,97,76.86,12,10/16/2020,7467.42
3811,LT13,man24,89,83.78,6,11/12/2020,7462.42
1000,AN52,man07,95,78.19,13,11/7/2020,7441.05
3525,RH30,man99,83,89.53,6,10/22/2020,7436.99
838,DH92,man46,81,91.69,8,11/3/2020,7434.89
1311,CI10,man73,75,98.91,5,10/23/2020,7423.25
2418,CI27,man71,94,78.78,13,10/22/2020,7418.32
1786,MI93,man54,75,98.78,8,10/21/2020,7416.5
2428,FN67,man92,94,78.77,11,10/21/2020,7415.38
3564,RB53,man08,76,97.43,5,10/20/2020,7409.68
609,NU04,man82,84,88.04,13,10/21/2020,7408.36
1307,HU08,man58,87,84.97,15,10/14/2020,7407.39
3892,YM15,man74,92,80.43,6,11/12/2020,7405.56
2444,AP06,man94,96,77.02,8,10/27/2020,7401.92
1693,XF32,man56,85,86.94,10,10/17/2020,7399.9
1099,CD09,man72,87,84.62,13,10/20/2020,7374.94
674,DS46,man78,85,86.55,5,10/29/2020,7361.75
2502,PV44,man37,82,89.56,7,10/21/2020,7350.92
2845,UN97,man85,77,94.98,7,10/29/2020,7320.46
1207,IA99,man49,100,73.03,10,11/10/2020,7313
2663,XK29,man61,77,94.74,10,10/13/2020,7304.98
4074,QT48,man37,77,94.7,13,10/24/2020,7304.9
4810,JH51,man04,98,74.41,10,11/2/2020,7302.18
2814,TF60,man10,92,79.25,8,11/10/2020,7299
3129,VU12,man66,77,94.65,9,10/28/2020,7297.05
872,BS20,man00,77,94.5,15,11/3/2020,7291.5
2369,SJ49,man33,87,83.72,5,11/3/2020,7288.64
17,YP39,man09,86,84.62,6,11/4/2020,7283.32
3984,SG89,man30,98,74.19,12,10/18/2020,7282.62
3510,DR99,man90,81,89.74,10,11/9/2020,7278.94
4420,XI51,man75,99,73.35,10,10/18/2020,7271.65
238,NT62,man22,93,78.02,14,10/13/2020,7269.86
2948,BD19,man26,77,94.25,10,10/16/2020,7267.25
361,HM27,man92,86,84.3,14,10/29/2020,7263.8
719,LN80,man32,93,77.96,7,10/13/2020,7257.28
4748,SJ23,man13,74,97.89,13,10/31/2020,7256.86
416,GC36,man18,73,99.26,7,10/18/2020,7252.98
2036,RS46,man58,97,74.62,14,11/5/2020,7252.14
4881,CH78,man96,76,95.29,10,11/4/2020,7252.04
2263,EI94,man82,94,77,10,11/9/2020,7248
797,MK51,man92,81,89.3,13,11/7/2020,7246.3
1324,CZ60,man04,87,83.16,10,10/24/2020,7244.92
4464,BY42,man37,91,79.5,10,10/25/2020,7244.5
2789,XA19,man08,99,73.03,12,11/4/2020,7241.97
3632,SA51,man55,98,73.8,9,10/14/2020,7241.4
2313,EA88,man81,80,90.36,11,11/4/2020,7239.8
4072,XM21,man03,77,93.84,5,11/5/2020,7230.68
378,CI91,man28,79,91.14,7,10/15/2020,7207.06
4044,TF40,man88,74,97.23,11,10/28/2020,7206.02
3474,ZE97,man59,96,74.77,11,10/23/2020,7188.92
2265,CN28,man16,99,72.5,11,10/28/2020,7188.5
3030,DL01,man36,73,98.32,11,11/8/2020,7188.36
4651,BP95,man04,100,71.75,9,10/15/2020,7184
2282,VM31,man86,74,96.88,11,10/23/2020,7180.12
3902,YW66,man91,97,73.88,5,10/18/2020,7171.36
2032,HP19,man14,96,74.58,11,11/2/2020,7170.68
42,JB90,man50,89,80.44,9,10/16/2020,7168.16
2398,OM14,man18,93,76.99,8,10/19/2020,7168.07
4762,CQ40,man91,79,90.57,11,11/9/2020,7166.03
1002,EA11,man35,88,81.25,9,11/10/2020,7159
1619,GI80,man70,99,72.22,9,10/14/2020,7158.78
3198,SQ84,man66,90,79.45,8,11/7/2020,7158.5
136,BA70,man13,91,78.51,14,11/4/2020,7158.41
2237,LY01,man77,81,88.2,10,10/17/2020,7154.2
1275,DZ79,man01,88,81.16,12,10/16/2020,7154.08
3315,TI84,man74,87,82.08,11,11/2/2020,7151.96
150,WH58,man87,74,96.4,13,10/14/2020,7146.6
440,EC28,man92,88,81.1,7,11/5/2020,7143.8
2673,EO83,man36,77,92.58,14,11/9/2020,7142.66
1945,ZC23,man82,77,92.61,11,11/8/2020,7141.97
1692,SR52,man69,78,91.43,6,10/20/2020,7137.54
2962,ZR25,man97,100,71.14,13,11/6/2020,7127
1582,VH78,man65,99,71.87,10,11/9/2020,7125.13
4126,BY19,man27,92,77.15,12,11/3/2020,7109.8
816,NQ62,man22,82,86.56,11,10/26/2020,7108.92
3617,LB35,man82,74,95.89,13,10/28/2020,7108.86
4069,TA40,man79,74,95.9,9,10/27/2020,7105.6
2559,BF02,man55,79,89.65,11,11/7/2020,7093.35
1859,DA90,man95,84,84.36,7,11/5/2020,7093.24
2458,AG38,man97,81,87.31,12,11/12/2020,7084.11
1580,HV74,man11,80,88.47,6,11/8/2020,7083.6
3697,FY85,man51,87,81.25,14,10/13/2020,7082.75
949,GY27,man94,92,76.88,7,11/2/2020,7079.96
918,BT83,man35,74,95.34,15,10/16/2020,7070.16
359,QE42,man39,97,72.72,14,10/14/2020,7067.84
1834,LL69,man25,87,81.12,9,10/23/2020,7066.44
3801,GU56,man36,89,79.21,14,10/16/2020,7063.69
3511,KN93,man20,99,71.2,13,10/18/2020,7061.8
3283,KJ59,man86,88,80.14,9,10/13/2020,7061.32
1854,SN34,man51,77,91.61,5,10/19/2020,7058.97
2919,NO98,man43,77,91.39,10,11/12/2020,7047.03
3992,HN21,man85,81,86.76,8,10/20/2020,7035.56
3372,SS99,man19,96,73.09,8,11/8/2020,7024.64
1306,EB05,man44,75,93.43,10,10/22/2020,7017.25
3143,RY62,man49,89,78.67,13,10/15/2020,7014.63
2773,YI65,man12,82,85.31,12,11/2/2020,7007.42
1708,KF14,man78,83,84.34,6,10/20/2020,7006.22
2839,LQ71,man13,84,83.17,12,11/10/2020,6998.28
3475,EQ95,man55,75,93.16,9,10/27/2020,6996
524,HL94,man27,84,82.93,14,11/4/2020,6980.12
110,BY57,man08,73,95.36,12,10/23/2020,6973.28
2951,PU64,man03,76,91.49,10,11/12/2020,6963.24
1328,NY13,man30,73,95.16,15,10/15/2020,6961.68
3227,ZP10,man15,89,78.11,8,10/14/2020,6959.79
193,ZY95,man51,76,91.38,12,11/11/2020,6956.88
3154,RU35,man18,89,78,13,10/16/2020,6955
2162,PT95,man69,73,95.15,7,10/19/2020,6952.95
2390,DQ58,man75,76,91.3,11,11/1/2020,6949.8
4849,BL23,man59,75,92.2,14,11/9/2020,6929
4467,CZ17,man87,98,70.62,8,11/3/2020,6928.76
610,AN25,man13,86,80.47,6,10/15/2020,6926.42
3570,PE79,man01,84,82.26,8,10/20/2020,6917.84
4473,CT00,man39,93,74.23,8,10/27/2020,6911.39
3550,GX35,man04,89,77.45,14,11/10/2020,6907.05
2535,OO35,man80,82,84.12,7,10/24/2020,6904.84
4910,XW58,man13,89,77.49,8,10/15/2020,6904.61
875,ZL70,man58,89,77.46,7,11/12/2020,6900.94
3574,SD69,man28,77,89.47,11,11/7/2020,6900.19
3362,MB91,man71,74,92.95,14,10/19/2020,6892.3
158,AK22,man82,99,69.52,8,11/3/2020,6890.48
2181,LL83,man30,99,69.52,7,10/29/2020,6889.48
4687,SU49,man75,79,87.02,9,10/14/2020,6883.58
421,YW52,man37,77,89.2,15,10/13/2020,6883.4
3573,ET15,man62,100,68.76,5,10/28/2020,6881
4135,VY19,man74,99,69.37,12,10/16/2020,6879.63
209,WX00,man34,81,84.79,6,10/13/2020,6873.99
3560,UM79,man22,77,89.06,13,11/3/2020,6870.62
2901,RJ95,man26,78,87.84,13,10/19/2020,6864.52
957,YK04,man18,74,92.55,9,11/1/2020,6857.7
3000,UF13,man10,87,78.65,10,10/15/2020,6852.55
3875,GS50,man88,85,80.48,7,10/25/2020,6847.8
3325,IQ59,man62,72,94.84,6,10/22/2020,6834.48
2099,PD76,man21,87,78.41,12,11/2/2020,6833.67
1058,CU87,man97,76,89.74,13,11/9/2020,6833.24
4365,OU02,man40,91,74.93,10,11/8/2020,6828.63
390,ZK17,man15,79,86.29,10,11/12/2020,6826.91
1836,CV41,man91,81,84.14,7,10/22/2020,6822.34
4828,SS87,man51,87,78.22,15,10/30/2020,6820.14
1915,AF91,man11,82,82.97,5,10/25/2020,6808.54
714,FG22,man38,73,93.16,7,10/14/2020,6807.68
4015,AS84,man21,83,81.85,14,10/30/2020,6807.55
1067,OR51,man26,84,80.9,10,10/30/2020,6805.6
4077,AP11,man06,100,67.91,12,11/10/2020,6803
994,MX11,man87,88,77.17,12,10/20/2020,6802.96
2483,LL95,man63,70,97.07,8,11/11/2020,6802.9
3443,DE72,man42,80,84.84,14,10/20/2020,6801.2
507,BA66,man77,83,81.78,13,11/3/2020,6800.74
394,DN65,man61,71,95.6,10,10/31/2020,6797.6
2910,GE78,man48,97,69.94,13,11/1/2020,6797.18
853,GR28,man75,76,89.31,9,11/4/2020,6796.56
1750,BR64,man84,84,80.82,6,10/20/2020,6794.88
4436,XX41,man80,100,67.88,6,11/2/2020,6794
2741,JC13,man92,79,85.84,10,11/7/2020,6791.36
4469,HC77,man42,80,84.74,12,10/22/2020,6791.2
2678,IM01,man37,74,91.56,14,10/26/2020,6789.44
2553,UL53,man40,85,79.74,11,10/18/2020,6788.9
2373,KF42,man36,83,81.69,5,11/5/2020,6785.27
527,GS78,man76,70,96.75,6,10/27/2020,6778.5
4457,YB42,man40,77,87.64,6,10/22/2020,6754.28
1398,AL48,man53,95,70.9,12,11/1/2020,6747.5
2332,YU49,man39,71,94.9,7,11/8/2020,6744.9
3542,SE09,man55,85,79.15,15,11/2/2020,6742.75
4495,RG81,man61,70,96.14,9,10/21/2020,6738.8
1971,WE40,man50,90,74.74,12,10/20/2020,6738.6
1459,IG53,man47,81,83.03,11,10/13/2020,6736.43
4322,JL22,man40,90,74.67,12,10/16/2020,6732.3
1758,CA51,man58,75,89.54,14,11/11/2020,6729.5
4980,BP35,man98,71,94.45,11,10/18/2020,6716.95
4496,ET49,man36,86,78.03,5,10/19/2020,6715.58
2645,LZ29,man11,78,85.79,13,10/17/2020,6704.62
1618,DK48,man33,92,72.82,5,11/1/2020,6704.44
4666,SJ52,man10,76,88.08,9,11/10/2020,6703.08
2572,DP99,man04,85,78.73,11,11/11/2020,6703.05
286,SJ11,man19,74,90.21,7,10/24/2020,6682.54
1243,ZK61,man42,80,83.42,8,10/25/2020,6681.6
26,FD77,man30,75,88.99,7,11/10/2020,6681.25
2996,GL45,man12,90,74,13,11/11/2020,6673
3324,VL38,man41,86,77.46,5,11/7/2020,6666.56
4061,KV86,man96,82,81.12,14,11/7/2020,6665.84
2136,JM17,man16,71,93.54,13,10/30/2020,6654.34
1172,CS90,man55,99,67.06,12,10/24/2020,6650.94
3956,HP72,man61,75,88.52,10,10/30/2020,6649
3054,NL31,man55,100,66.35,11,10/29/2020,6646
1088,HH85,man87,69,96.03,11,11/11/2020,6637.07
46,TS39,man40,91,72.84,6,10/26/2020,6634.44
4027,WG97,man66,72,91.94,14,11/4/2020,6633.68
4417,OQ85,man82,79,83.72,15,10/22/2020,6628.88
1412,TA15,man85,82,80.73,8,11/8/2020,6627.86
1814,AG21,man98,83,79.74,7,10/28/2020,6625.42
4005,RC46,man28,67,98.75,7,11/6/2020,6623.25
1218,BR40,man89,70,94.4,13,11/10/2020,6621
3859,GW26,man96,66,99.92,7,11/9/2020,6601.72
4472,HV89,man41,93,70.73,14,10/15/2020,6591.89
2139,VJ86,man16,81,81.28,6,11/6/2020,6589.68
3990,PN89,man42,86,76.51,7,10/31/2020,6586.86
2558,ZE77,man77,83,79.26,6,10/29/2020,6584.58
1290,FO00,man73,91,72.18,14,10/24/2020,6582.38
1126,JS94,man42,85,77.33,5,11/3/2020,6578.05
2728,RQ66,man06,90,72.98,9,10/26/2020,6577.2
3865,IO96,man32,83,79.14,6,10/23/2020,6574.62
3045,CC32,man45,73,89.95,8,10/21/2020,6574.35
3214,DY92,man37,77,85.19,12,10/25/2020,6571.63
4506,VU68,man34,88,74.5,10,10/16/2020,6566
1187,BR02,man59,77,85.09,9,10/19/2020,6560.93
4461,AY65,man29,98,66.87,7,10/26/2020,6560.26
262,CL55,man28,74,88.49,5,10/26/2020,6553.26
1395,FB23,man51,99,66.04,15,11/4/2020,6552.96
3096,EF49,man16,98,66.71,14,11/11/2020,6551.58
2106,OU95,man37,76,86.06,9,11/5/2020,6549.56
4582,EQ57,man30,79,82.8,8,10/27/2020,6549.2
1973,TW29,man85,100,65.4,9,10/27/2020,6549
493,NK05,man48,78,83.81,10,10/22/2020,6547.18
4575,QQ82,man03,74,88.21,11,10/22/2020,6538.54
3519,VR37,man30,83,78.56,14,11/7/2020,6534.48
1767,DT07,man75,87,74.96,12,10/13/2020,6533.52
304,JK73,man08,68,95.93,10,10/28/2020,6533.24
3441,VW45,man10,96,67.9,9,10/13/2020,6527.4
1011,IR32,man93,70,92.86,9,10/21/2020,6509.2
712,PZ78,man09,80,81.24,9,10/31/2020,6508.2
3159,TA34,man98,65,99.77,10,10/18/2020,6495.05
4897,TP97,man84,84,77.21,7,11/11/2020,6492.64
2622,JB94,man38,80,81.09,5,10/29/2020,6492.2
2525,WX40,man48,85,76.13,11,10/28/2020,6482.05
1992,XR00,man92,66,97.79,9,10/19/2020,6463.14
990,JG09,man23,68,94.82,12,10/28/2020,6459.76
484,JG20,man86,72,89.52,14,11/8/2020,6459.44
4452,RB07,man21,73,88.39,6,10/28/2020,6458.47
4434,KC35,man06,81,79.52,11,10/13/2020,6452.12
2695,ZE52,man01,96,67.05,13,11/12/2020,6449.8
442,BB94,man72,68,94.72,7,10/27/2020,6447.96
453,RD67,man89,76,84.62,14,11/3/2020,6445.12
1233,BW67,man25,72,89.36,11,11/3/2020,6444.92
2460,PI49,man09,75,85.73,14,11/8/2020,6443.75
847,ZR68,man78,93,69.11,6,10/15/2020,6433.23
2868,VU25,man64,82,78.38,5,10/22/2020,6432.16
3167,UQ95,man14,75,85.54,13,10/23/2020,6428.5
2727,ZN40,man88,93,68.92,15,11/7/2020,6424.56
3101,UW03,man80,72,89.05,12,10/20/2020,6423.6
3672,SE77,man22,99,64.71,10,11/5/2020,6416.29
1635,NL46,man75,84,76.19,9,10/17/2020,6408.96
2038,VA71,man35,77,83.06,13,11/11/2020,6408.62
504,AB75,man34,79,81.01,8,10/31/2020,6407.79
1954,CC50,man81,77,83.07,10,10/21/2020,6406.39
93,NK10,man48,99,64.63,8,11/7/2020,6406.37
2815,GG19,man77,77,83,10,10/23/2020,6401
3426,PF89,man22,70,91.15,10,10/28/2020,6390.5
3330,PB72,man75,71,89.81,13,10/15/2020,6389.51
449,GD15,man40,74,86.17,12,10/28/2020,6388.58
4821,HP19,man42,69,92.23,15,10/20/2020,6378.87
2449,LB50,man89,78,81.68,7,11/5/2020,6378.04
335,NV55,man89,65,97.99,7,10/22/2020,6376.35
3059,CO43,man42,67,95,10,11/7/2020,6375
